ID,出題文,学習者訳,正解文,翻訳文,label,誤り単語,補足
36,昼ごはんを食べに会社を出たら、高校時代の友達にばったり出会った。,"When I went for lunch from my office, I met my friend of high school by chance.","When I left the office for lunch,I ran into an old friend from high school.","When I left the office for lunch, I bumped into a friend from high school.",2,,
37,人は誰でも生まれながらにして何らかの才能を持っているが、問題はそれを見つけられるかどうかだ。,"Every person has some kinds of talent, but the problem is whether he or she can find it.",Everyone is born with a talent. The question is whether they can find it or not.,"We are all born with some talent, but the question is whether we can find it.",2,,
37,人は誰でも生まれながらにして何らかの才能を持っているが、問題はそれを見つけられるかどうかだ。,"Everyone have some talent in a child, but many people don't notice it.",Everyone is born with a talent. The question is whether they can find it or not.,"We are all born with some talent, but the question is whether we can find it.",0,生まれながら、かどうか,
37,人は誰でも生まれながらにして何らかの才能を持っているが、問題はそれを見つけられるかどうかだ。,"Every person has a certain talent, but the problem is whether he can recognize it.",Everyone is born with a talent. The question is whether they can find it or not.,"We are all born with some talent, but the question is whether we can find it.",0,何らか,見つける
37,人は誰でも生まれながらにして何らかの才能を持っているが、問題はそれを見つけられるかどうかだ。,"People have their own skills by nature,it is a problems to find the skills.",Everyone is born with a talent. The question is whether they can find it or not.,"We are all born with some talent, but the question is whether we can find it.",1,何らか,
37,人は誰でも生まれながらにして何らかの才能を持っているが、問題はそれを見つけられるかどうかだ。,"Everyone has a talent at something, but the problem is that they will find it or not.",Everyone is born with a talent. The question is whether they can find it or not.,"We are all born with some talent, but the question is whether we can find it.",2,,
38,混雑した電車で二人分の積を占領して平気な顔をしている人を見ると本当に腹が立つ。,I really get angry when I see a person who uses two seats and feel nothing about it in a crowded train.,People who don't feel guilty about occupying two seats on a crowded train really make me angry.,It really pisses me off when I see people occupying a two-person load on a crowded train and looking unconcerned.,2,平気な顔,
38,混雑した電車で二人分の積を占領して平気な顔をしている人を見ると本当に腹が立つ。,I get strong angry when I find the person who use seats for two in crowded train.,People who don't feel guilty about occupying two seats on a crowded train really make me angry.,It really pisses me off when I see people occupying a two-person load on a crowded train and looking unconcerned.,0,本当に、平気な顔,
38,混雑した電車で二人分の積を占領して平気な顔をしている人を見ると本当に腹が立つ。,I'm really angry for a parson sitting using two seats.,People who don't feel guilty about occupying two seats on a crowded train really make me angry.,It really pisses me off when I see people occupying a two-person load on a crowded train and looking unconcerned.,0,平気な顔、混雑した、電車,
38,混雑した電車で二人分の積を占領して平気な顔をしている人を見ると本当に腹が立つ。,I’m so angry to see people who sit down the seat of two in the crowded train.,People who don't feel guilty about occupying two seats on a crowded train really make me angry.,It really pisses me off when I see people occupying a two-person load on a crowded train and looking unconcerned.,0,平気な顔,本当に
38,混雑した電車で二人分の積を占領して平気な顔をしている人を見ると本当に腹が立つ。,"When I see someone using two seats and feeling nothing about it in a crowded train, I really get mad.",People who don't feel guilty about occupying two seats on a crowded train really make me angry.,It really pisses me off when I see people occupying a two-person load on a crowded train and looking unconcerned.,2,平気な顔,
39,どこか魅力的なところがあるよね。,"I don’t know what it is like, but you are charming.",There is something about her that attracts me.,"There's something fascinating about it, isn't there?",0,どこか,
39,どこか魅力的なところがあるよね。,"There is something attractive in it, isn't there?",There is something about her that attracts me.,"There's something fascinating about it, isn't there?",2,,
39,どこか魅力的なところがあるよね。,There is something attracting point.,There is something about her that attracts me.,"There's something fascinating about it, isn't there?",2,,
39,どこか魅力的なところがあるよね。,"Somehow, you are charming.",There is something about her that attracts me.,"There's something fascinating about it, isn't there?",0,どこか、あるよね,
39,どこか魅力的なところがあるよね。,"There is something charming about it, isn't there?",There is something about her that attracts me.,"There's something fascinating about it, isn't there?",2,,
40,すみませんが、郵便局までどう行ったらいいですか？,"Excuse me, but how can I get to the post office?",Excuse me. Could you tell me how to get to the post office?,"Excuse me, how do I get to the post office?",2,,
40,すみませんが、郵便局までどう行ったらいいですか？,"Excuse me, but how can I get to the post office?",Excuse me. Could you tell me how to get to the post office?,"Excuse me, how do I get to the post office?",2,,
40,すみませんが、郵便局までどう行ったらいいですか？,"Excuse me, how can I get to the post office?",Excuse me. Could you tell me how to get to the post office?,"Excuse me, how do I get to the post office?",2,,
40,すみませんが、郵便局までどう行ったらいいですか？,"Excuse me, please tell me how to go to a post office.",Excuse me. Could you tell me how to get to the post office?,"Excuse me, how do I get to the post office?",2,,
40,すみませんが、郵便局までどう行ったらいいですか？,"Excuse me, how can I get to the post office?",Excuse me. Could you tell me how to get to the post office?,"Excuse me, how do I get to the post office?",2,,
41,アメリカでは、自分で運転できる年齢に達するまで、子供はどこに行くにも親に車で送ってもらう。,"In America, parents give a ride thier childreen until they can drive by themselves.","In the U.S., parents drive their children everywhere until they are old enough to get a driver's license.","In the United States, children are driven everywhere by their parents until they are old enough to drive themselves.",0,子供、どこに行くにも、年齢に達するまで,
41,アメリカでは、自分で運転できる年齢に達するまで、子供はどこに行くにも親に車で送ってもらう。,"In the US, parents need to drive a car to send their children wherever they go, until their children become the age to get a driver’s license.","In the U.S., parents drive their children everywhere until they are old enough to get a driver's license.","In the United States, children are driven everywhere by their parents until they are old enough to drive themselves.",2,,
41,アメリカでは、自分で運転できる年齢に達するまで、子供はどこに行くにも親に車で送ってもらう。,"In America, children are given a drive by their parents wherever they go until they can drive by themselves.","In the U.S., parents drive their children everywhere until they are old enough to get a driver's license.","In the United States, children are driven everywhere by their parents until they are old enough to drive themselves.",0,送る,
41,アメリカでは、自分で運転できる年齢に達するまで、子供はどこに行くにも親に車で送ってもらう。,"In America, parents send  a car for their children everywhere until children can drive cars.","In the U.S., parents drive their children everywhere until they are old enough to get a driver's license.","In the United States, children are driven everywhere by their parents until they are old enough to drive themselves.",2,,
41,アメリカでは、自分で運転できる年齢に達するまで、子供はどこに行くにも親に車で送ってもらう。,"In America, children have their parents drive them wherever they go until they are old enough to drive themselves.","In the U.S., parents drive their children everywhere until they are old enough to get a driver's license.","In the United States, children are driven everywhere by their parents until they are old enough to drive themselves.",0,送る,
42,日本では、女性の出産・育児の後は復職や昇進において不利になる。,"In Japan, regetting jobs and ascending are disadvantages for women who childbirth and childcare.","In Japan,women have difficulty getting promoted or returning to their jobs after giving birth and raising their children.","In Japan, women are at a disadvantage in returning to work or being promoted after childbirth or childcare.",0,復職,
42,日本では、女性の出産・育児の後は復職や昇進において不利になる。,Japanese women have difficulty in returning to their work or being promoted after they give birth and bring up their children.,"In Japan,women have difficulty getting promoted or returning to their jobs after giving birth and raising their children.","In Japan, women are at a disadvantage in returning to work or being promoted after childbirth or childcare.",2,,
42,日本では、女性の出産・育児の後は復職や昇進において不利になる。,It is difficult for women to return to their job or to be promoted after they give birth and raise their children.,"In Japan,women have difficulty getting promoted or returning to their jobs after giving birth and raising their children.","In Japan, women are at a disadvantage in returning to work or being promoted after childbirth or childcare.",0,日本では,
42,日本では、女性の出産・育児の後は復職や昇進において不利になる。,"In Japan, having childlen and raising them is disadvantage for women to step up their career.","In Japan,women have difficulty getting promoted or returning to their jobs after giving birth and raising their children.","In Japan, women are at a disadvantage in returning to work or being promoted after childbirth or childcare.",0,復職、昇進、子供,
42,日本では、女性の出産・育児の後は復職や昇進において不利になる。,"In Japan, it is not advantage for women to have a child.","In Japan,women have difficulty getting promoted or returning to their jobs after giving birth and raising their children.","In Japan, women are at a disadvantage in returning to work or being promoted after childbirth or childcare.",0,復職、昇進,育児、出産
43,都会の生活でたまったストレスや疲れをとるには、自然でのんびりするのが一番です。,To relax in nature is the best way to get rid of stress and fatigue from the urban life. ,"If city life gives you stress and fatigure, it is best to relax in the mountains or on beaches in order to relive them.",The best way to relieve the stress and fatigue of city life is to relax in nature.,2,,
43,都会の生活でたまったストレスや疲れをとるには、自然でのんびりするのが一番です。,It’s the best way to take a rest in the nature to relieve our stress of the city life.,"If city life gives you stress and fatigure, it is best to relax in the mountains or on beaches in order to relive them.",The best way to relieve the stress and fatigue of city life is to relax in nature.,0,疲れ,のんびり
43,都会の生活でたまったストレスや疲れをとるには、自然でのんびりするのが一番です。,It is the best way to stay in nature in order to releve stress and fatigue in living of city.,"If city life gives you stress and fatigure, it is best to relax in the mountains or on beaches in order to relive them.",The best way to relieve the stress and fatigue of city life is to relax in nature.,0,とる,のんびり
43,都会の生活でたまったストレスや疲れをとるには、自然でのんびりするのが一番です。,Relaxing in nature is the best way to do away with stress and fatigue from the urban life. ,"If city life gives you stress and fatigure, it is best to relax in the mountains or on beaches in order to relive them.",The best way to relieve the stress and fatigue of city life is to relax in nature.,2,,
43,都会の生活でたまったストレスや疲れをとるには、自然でのんびりするのが一番です。,Relxing among nature is the best way for stress and tired in urban life.,"If city life gives you stress and fatigure, it is best to relax in the mountains or on beaches in order to relive them.",The best way to relieve the stress and fatigue of city life is to relax in nature.,0,のんびり,
44,多くのものを犠牲にして、トムはついに宇宙飛行士になるという夢を実現した。,Tom finally realized his dream to be an astronaut at the cost of many things.,"Tom finally realized his dream of becoming an astronaut, but at the expense of many other things.","Sacrificing many things, Tom finally realized his dream of becoming an astronaut.",2,,
44,多くのものを犠牲にして、トムはついに宇宙飛行士になるという夢を実現した。,Tom finally managed to be an astronaut at the cost of many things.,"Tom finally realized his dream of becoming an astronaut, but at the expense of many other things.","Sacrificing many things, Tom finally realized his dream of becoming an astronaut.",2,夢を実現,
44,多くのものを犠牲にして、トムはついに宇宙飛行士になるという夢を実現した。,Tom finally came true his dream of becoming an astronaut by sacrificing a lot of things.,"Tom finally realized his dream of becoming an astronaut, but at the expense of many other things.","Sacrificing many things, Tom finally realized his dream of becoming an astronaut.",2,,
44,多くのものを犠牲にして、トムはついに宇宙飛行士になるという夢を実現した。,"Tom surcrifies many things, he became an astronomy that he dreamed of.","Tom finally realized his dream of becoming an astronaut, but at the expense of many other things.","Sacrificing many things, Tom finally realized his dream of becoming an astronaut.",0,犠牲、宇宙飛行士,
44,多くのものを犠牲にして、トムはついに宇宙飛行士になるという夢を実現した。,"Tom realized his dream being,  but he lost many things.","Tom finally realized his dream of becoming an astronaut, but at the expense of many other things.","Sacrificing many things, Tom finally realized his dream of becoming an astronaut.",0,宇宙飛行士,失う
45,パリに留学していた頃、ある有名な画家に高級レストランでごちそうしてもらった経験がある。,I was treated to a luxury restaurant by famous painter when I studied abroad.,"When I was studying in Paris, a famous painter boutht me a meal at a first-class restaurant.","When I was studying in Paris, I had the experience of being treated by a famous painter at a fine restaurant.",0,パリ,(以下5つ)経験がある
45,パリに留学していた頃、ある有名な画家に高級レストランでごちそうしてもらった経験がある。,"When I was in Paris for study, a famous airtist gave me meals in expensive restaurant.","When I was studying in Paris, a famous painter boutht me a meal at a first-class restaurant.","When I was studying in Paris, I had the experience of being treated by a famous painter at a fine restaurant.",0,画家,
45,パリに留学していた頃、ある有名な画家に高級レストランでごちそうしてもらった経験がある。,"While I was studying in Paris, I was treated a meal at a high-class restaurant by a famous painter.","When I was studying in Paris, a famous painter boutht me a meal at a first-class restaurant.","When I was studying in Paris, I had the experience of being treated by a famous painter at a fine restaurant.",0,留学、高級,
45,パリに留学していた頃、ある有名な画家に高級レストランでごちそうしてもらった経験がある。,"When I lived in Paris to study, a famous artist paid the meal for me at the restaurant.","When I was studying in Paris, a famous painter boutht me a meal at a first-class restaurant.","When I was studying in Paris, I had the experience of being treated by a famous painter at a fine restaurant.",0,高級,
45,パリに留学していた頃、ある有名な画家に高級レストランでごちそうしてもらった経験がある。,"While I was studying in Paris, a famous painter treated me a meal at a high-class restaurant.","When I was studying in Paris, a famous painter boutht me a meal at a first-class restaurant.","When I was studying in Paris, I had the experience of being treated by a famous painter at a fine restaurant.",2,,
46,若者が活字なら何でも鵜呑みにしてしまうという傾向は、今に始まったことではない。,Young peaple tend to believe letter from long time ago. ,The tendency for young people to believe everthing that is printed is nothing new.,The tendency of young people to believe anything in print is not new.,0,傾向、者、今に始まったことではない,
46,若者が活字なら何でも鵜呑みにしてしまうという傾向は、今に始まったことではない。,It’s always saying that young people tend to trust in any words  or reads.,The tendency for young people to believe everthing that is printed is nothing new.,The tendency of young people to believe anything in print is not new.,0,傾向、活字,
46,若者が活字なら何でも鵜呑みにしてしまうという傾向は、今に始まったことではない。,Many young people have believed what is printed for a long time.,The tendency for young people to believe everthing that is printed is nothing new.,The tendency of young people to believe anything in print is not new.,0,傾向、今に始まったことではない,
46,若者が活字なら何でも鵜呑みにしてしまうという傾向は、今に始まったことではない。,Many young people have always believed what is printed.,The tendency for young people to believe everthing that is printed is nothing new.,The tendency of young people to believe anything in print is not new.,0,傾向、今に始まったことではない,
46,若者が活字なら何でも鵜呑みにしてしまうという傾向は、今に始まったことではない。,The trend that young people believe everything written in printed text is not started now.,The tendency for young people to believe everthing that is printed is nothing new.,The tendency of young people to believe anything in print is not new.,2,,
47,うちは四人家族で、家はこのマンションの五階にあります。,"My family is 4persons, and  my home is 5floor in this apartment.",There are four people in may family. Our apartment is on the fifth floor of this building.,We are a family of four and our house is on the fifth floor of this apartment building.,2,,
47,うちは四人家族で、家はこのマンションの五階にあります。,"There are 4people in my family, and we live in the 5th floor in this mansion.",There are four people in may family. Our apartment is on the fifth floor of this building.,We are a family of four and our house is on the fifth floor of this apartment building.,0,マンション,
47,うちは四人家族で、家はこのマンションの五階にあります。,There are four people in my family and we live on the fifth floor of this apartment.,There are four people in may family. Our apartment is on the fifth floor of this building.,We are a family of four and our house is on the fifth floor of this apartment building.,2,,
47,うちは四人家族で、家はこのマンションの五階にあります。,There are four people in my family and we live on the fifth floor of this apartment.,There are four people in may family. Our apartment is on the fifth floor of this building.,We are a family of four and our house is on the fifth floor of this apartment building.,2,,
47,うちは四人家族で、家はこのマンションの五階にあります。,I have a family of four. My house is on the five floor of this condo.,There are four people in may family. Our apartment is on the fifth floor of this building.,We are a family of four and our house is on the fifth floor of this apartment building.,2,,
48,この自転車を修理してもらうのに一万円かかりました。,It took me ten thousand yen to have this bicycle  repaired.,It cost ten thousand yen to have this bike required.,"It cost me 10,000 yen to have this bicycle repaired.",2,,
48,この自転車を修理してもらうのに一万円かかりました。,The cost was 10000 yen for repairing this bycicle.,It cost ten thousand yen to have this bike required.,"It cost me 10,000 yen to have this bicycle repaired.",0,自転車,してもらう
48,この自転車を修理してもらうのに一万円かかりました。,It cost me 10000 yen to have this bicycle fixed.,It cost ten thousand yen to have this bike required.,"It cost me 10,000 yen to have this bicycle repaired.",2,,
48,この自転車を修理してもらうのに一万円かかりました。,It cost me 10000 yen to have this bicycle repaired.,It cost ten thousand yen to have this bike required.,"It cost me 10,000 yen to have this bicycle repaired.",2,,
48,この自転車を修理してもらうのに一万円かかりました。,I payed 10000yen to repair my bicycle.,It cost ten thousand yen to have this bike required.,"It cost me 10,000 yen to have this bicycle repaired.",0,かかりました,してもらう、ニュアンス的にまずいと思ったため不正解
49,その映画館まで徒歩でおよそ20分ですが、地下鉄なら5分で行くことができます。,"It takes 20 minutes by foot to the movie theater, it takes 5 minutes by subway.","This movie theater is about twenty minutes' walk from here, but it takes only five minutes to get there by subway.","It takes about 20 minutes to walk to the cinema, but you can get there in 5 minutes by subway.",0,およそ,
49,その映画館まで徒歩でおよそ20分ですが、地下鉄なら5分で行くことができます。,"It takes about 20 minutes to go to the movie theater on foot, but only 5 minutes by subway.","This movie theater is about twenty minutes' walk from here, but it takes only five minutes to get there by subway.","It takes about 20 minutes to walk to the cinema, but you can get there in 6 minutes by subway.",2,,
49,その映画館まで徒歩でおよそ20分ですが、地下鉄なら5分で行くことができます。,"It takes about twenty minutes to the theater, but I can get there in five munites by subway.","This movie theater is about twenty minutes' walk from here, but it takes only five minutes to get there by subway.","It takes about 20 minutes to walk to the cinema, but you can get there in 7 minutes by subway.",0,分（5の方)、映画,
49,その映画館まで徒歩でおよそ20分ですが、地下鉄なら5分で行くことができます。,"You can get to the theater in about 20 minutes on foot, but 5 minutes by subway.","This movie theater is about twenty minutes' walk from here, but it takes only five minutes to get there by subway.","It takes about 20 minutes to walk to the cinema, but you can get there in 8 minutes by subway.",0,映画,
49,その映画館まで徒歩でおよそ20分ですが、地下鉄なら5分で行くことができます。,"It will be 20min by walking, but only 5min by subway.","This movie theater is about twenty minutes' walk from here, but it takes only five minutes to get there by subway.","It takes about 20 minutes to walk to the cinema, but you can get there in 9 minutes by subway.",2,映画館,
50,あいさつの仕方は国によりさまざまだが、日本では、握手よりお辞儀の方が普通だ。,"The ways of greeting vary in the world, but to bow is more common than to shake hands in Japan.","Ways of greeting vary from country. In Japan, bowing is more common than shakeing hands.","Greetings vary from country to country, but in Japan, bowing is more common than shaking hands.",2,,
50,あいさつの仕方は国によりさまざまだが、日本では、握手よりお辞儀の方が普通だ。,"Each country has way of greeting. In Japan, it is natural bowing than shaking hands.","Ways of greeting vary from country. In Japan, bowing is more common than shakeing hands.","Greetings vary from country to country, but in Japan, bowing is more common than shaking hands.",2,,
50,あいさつの仕方は国によりさまざまだが、日本では、握手よりお辞儀の方が普通だ。,"There are many types of greetings in different country, but in Japan, people tend to take a bow than hand shaking.","Ways of greeting vary from country. In Japan, bowing is more common than shakeing hands.","Greetings vary from country to country, but in Japan, bowing is more common than shaking hands.",2,,
50,あいさつの仕方は国によりさまざまだが、日本では、握手よりお辞儀の方が普通だ。,"The ways of greeting vary from country to country, but in Japan to bow is more common than to shake hands.","Ways of greeting vary from country. In Japan, bowing is more common than shakeing hands.","Greetings vary from country to country, but in Japan, bowing is more common than shaking hands.",2,,
50,あいさつの仕方は国によりさまざまだが、日本では、握手よりお辞儀の方が普通だ。,"In Japan, ojigi is nomal than shake hands, how to greeting is various in various countries.","Ways of greeting vary from country. In Japan, bowing is more common than shakeing hands.","Greetings vary from country to country, but in Japan, bowing is more common than shaking hands.",0,お辞儀、普通,
51,その瞬間、窓から冷たい風が流れ込んだ。,"Suddenly, cold wind blew into the room through the window.",At the moment cold air flowed in throught the window.,"At that moment, a cold wind streamed in through the window.",2,,部屋に余分？
51,その瞬間、窓から冷たい風が流れ込んだ。,Then cold wind blew into the room through the window.,At the moment cold air flowed in throught the window.,"At that moment, a cold wind streamed in through the window.",2,,部屋に余分？
51,その瞬間、窓から冷たい風が流れ込んだ。,"At the moment, cold wind flowed in from the window.",At the moment cold air flowed in throught the window.,"At that moment, a cold wind streamed in through the window.",2,,
51,その瞬間、窓から冷たい風が流れ込んだ。,"At the time,a cold wind enter the room from the window.",At the moment cold air flowed in throught the window.,"At that moment, a cold wind streamed in through the window.",2,流れ込んだ,部屋に余分？
51,その瞬間、窓から冷たい風が流れ込んだ。,"At the moment, the cold wind comes from the window.",At the moment cold air flowed in throught the window.,"At that moment, a cold wind streamed in through the window.",2,流れ込んだ,
